Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
98,20,41,70,80,309.0,61.8,B,2.472,FAIL
55,76,15,17,14,177.0,35.4,C,1.416,FAIL
46,70,32,92,81,321.0,64.2,B,2.568,FAIL
30,71,21,73,35,230.0,46.0,C,1.84,FAIL
56,33,93,59,22,263.0,52.6,C+,2.104,FAIL
6,3,25,57,61,152.0,30.4,NG,1.216,FAIL
2,28,12,77,52,171.0,34.2,NG,1.368,FAIL
63,46,18,55,59,241.0,48.2,C,1.928,FAIL
23,66,97,5,61,252.0,50.4,C+,2.016,FAIL
86,71,61,69,49,336.0,67.2,B,2.688,PASS
13,42,70,3,90,218.0,43.6,C,1.744,FAIL
57,97,61,57,10,282.0,56.4,C+,2.256,FAIL
6,20,56,5,1,88.0,17.6,NG,0.704,FAIL
18,75,16,76,97,282.0,56.4,C+,2.256,FAIL
86,52,5,33,58,234.0,46.8,C,1.872,FAIL
16,28,49,27,14,134.0,26.8,NG,1.072,FAIL
59,85,19,26,51,240.0,48.0,C,1.92,FAIL
64,46,73,51,99,333.0,66.6,B,2.664,PASS
50,14,93,1,99,257.0,51.4,C+,2.056,FAIL
37,55,53,35,8,188.0,37.6,C,1.504,FAIL
71,0,76,39,90,276.0,55.2,C+,2.208,FAIL
70,28,89,67,25,279.0,55.8,C+,2.232,FAIL
11,44,50,55,72,232.0,46.4,C,1.8560000000000003,FAIL
91,29,9,59,98,286.0,57.2,C+,2.288,FAIL
9,37,79,30,90,245.0,49.0,C,1.96,FAIL
91,90,25,6,70,282.0,56.4,C+,2.256,FAIL
70,77,7,74,97,325.0,65.0,B,2.6,FAIL
87,55,98,89,48,377.0,75.4,B+,3.016,PASS
47,59,52,96,40,294.0,58.8,C+,2.352,PASS
83,54,26,93,0,256.0,51.2,C+,2.048,FAIL
20,71,21,67,86,265.0,53.0,C+,2.12,FAIL
99,69,9,69,90,336.0,67.2,B,2.688,FAIL
15,31,21,1,26,94.0,18.8,NG,0.752,FAIL
71,39,76,43,10,239.0,47.8,C,1.912,FAIL
4,34,1,3,34,76.0,15.2,NG,0.608,FAIL
13,71,99,63,39,285.0,57.0,C+,2.28,FAIL
99,10,93,76,69,347.0,69.4,B,2.776,FAIL
90,93,74,68,83,408.0,81.6,A,3.264,PASS
39,64,27,82,79,291.0,58.2,C+,2.328,FAIL
35,63,2,42,33,175.0,35.0,C,1.4,FAIL
71,79,33,37,65,285.0,57.0,C+,2.28,FAIL
31,95,56,26,39,247.0,49.4,C,1.976,FAIL
45,82,13,76,48,264.0,52.8,C+,2.112,FAIL
56,43,66,52,50,267.0,53.4,C+,2.136,PASS
32,90,2,60,25,209.0,41.8,C,1.672,FAIL
32,57,71,17,12,189.0,37.8,C,1.5119999999999998,FAIL
93,78,54,40,85,350.0,70.0,B+,2.8,PASS
92,36,37,14,13,192.0,38.4,C,1.536,FAIL
7,45,33,14,65,164.0,32.8,NG,1.3120000000000003,FAIL
79,63,33,5,85,265.0,53.0,C+,2.12,FAIL
50,79,74,10,43,256.0,51.2,C+,2.048,FAIL
8,44,36,66,54,208.0,41.6,C,1.6640000000000001,FAIL
23,32,2,57,79,193.0,38.6,C,1.544,FAIL
4,80,8,89,20,201.0,40.2,C,1.608,FAIL
19,29,57,41,93,239.0,47.8,C,1.912,FAIL
70,45,23,53,59,250.0,50.0,C+,2.0,FAIL
62,84,65,67,97,375.0,75.0,B+,3.0,PASS
28,91,4,49,51,223.0,44.6,C,1.784,FAIL
62,24,30,62,38,216.0,43.2,C,1.7280000000000002,FAIL
99,89,86,66,22,362.0,72.4,B+,2.8959999999999995,FAIL
27,22,91,72,86,298.0,59.6,C+,2.384,FAIL
17,74,94,5,58,248.0,49.6,C,1.984,FAIL
33,54,1,84,82,254.0,50.8,C+,2.032,FAIL
90,75,26,64,19,274.0,54.8,C+,2.192,FAIL
84,49,55,19,97,304.0,60.8,B,2.432,FAIL
87,15,60,17,26,205.0,41.0,C,1.64,FAIL
89,70,66,44,3,272.0,54.4,C+,2.176,FAIL
89,66,26,16,98,295.0,59.0,C+,2.36,FAIL
97,3,85,75,85,345.0,69.0,B,2.76,FAIL
53,2,80,41,81,257.0,51.4,C+,2.056,FAIL
13,0,6,94,12,125.0,25.0,NG,1.0,FAIL
76,96,93,72,22,359.0,71.8,B+,2.872,FAIL
95,49,47,14,23,228.0,45.6,C,1.824,FAIL
47,77,64,30,14,232.0,46.4,C,1.8560000000000003,FAIL
10,26,64,87,68,255.0,51.0,C+,2.04,FAIL
6,32,54,52,95,239.0,47.8,C,1.912,FAIL
9,31,70,23,19,152.0,30.4,NG,1.216,FAIL
63,59,35,51,67,275.0,55.0,C+,2.2,PASS
63,86,1,78,95,323.0,64.6,B,2.5840000000000005,FAIL
98,64,5,49,47,263.0,52.6,C+,2.104,FAIL
34,37,1,29,73,174.0,34.8,NG,1.392,FAIL
24,15,89,35,40,203.0,40.6,C,1.624,FAIL
3,62,55,74,95,289.0,57.8,C+,2.312,FAIL
52,71,20,36,9,188.0,37.6,C,1.504,FAIL
5,61,29,63,49,207.0,41.4,C,1.656,FAIL
11,85,92,97,67,352.0,70.4,B+,2.816,FAIL
2,3,30,20,88,143.0,28.6,NG,1.144,FAIL
58,43,97,35,58,291.0,58.2,C+,2.328,PASS
7,9,30,24,35,105.0,21.0,NG,0.84,FAIL
67,66,3,67,63,266.0,53.2,C+,2.128,FAIL
52,63,45,24,37,221.0,44.2,C,1.768,FAIL
10,94,47,78,40,269.0,53.8,C+,2.152,FAIL
0,29,99,36,38,202.0,40.4,C,1.6160000000000003,FAIL
74,46,37,28,48,233.0,46.6,C,1.864,FAIL
33,43,84,11,38,209.0,41.8,C,1.672,FAIL
27,62,15,24,74,202.0,40.4,C,1.6160000000000003,FAIL
15,17,56,99,48,235.0,47.0,C,1.88,FAIL
91,85,42,72,9,299.0,59.8,C+,2.392,FAIL
93,86,32,71,29,311.0,62.2,B,2.488,FAIL
88,19,93,76,5,281.0,56.2,C+,2.248,FAIL
58,92,7,38,91,286.0,57.2,C+,2.288,FAIL
44,89,61,5,61,260.0,52.0,C+,2.08,FAIL
77,65,21,27,44,234.0,46.8,C,1.872,FAIL
12,91,10,5,25,143.0,28.6,NG,1.144,FAIL
32,34,2,11,8,87.0,17.4,NG,0.696,FAIL
71,89,81,37,76,354.0,70.8,B+,2.832,PASS
24,5,94,58,44,225.0,45.0,C,1.8,FAIL
26,44,7,98,19,194.0,38.8,C,1.5520000000000003,FAIL
39,87,82,50,46,304.0,60.8,B,2.432,PASS
99,59,69,33,31,291.0,58.2,C+,2.328,FAIL
52,8,38,40,82,220.0,44.0,C,1.76,FAIL
38,53,17,62,59,229.0,45.8,C,1.832,FAIL
73,29,81,76,97,356.0,71.2,B+,2.8480000000000003,FAIL
27,71,21,64,35,218.0,43.6,C,1.744,FAIL
22,59,35,70,55,241.0,48.2,C,1.928,FAIL
40,21,44,49,23,177.0,35.4,C,1.416,FAIL
34,60,90,17,5,206.0,41.2,C,1.648,FAIL
25,77,5,41,13,161.0,32.2,NG,1.288,FAIL
72,68,49,7,80,276.0,55.2,C+,2.208,FAIL
34,17,2,16,82,151.0,30.2,NG,1.208,FAIL
67,23,9,99,83,281.0,56.2,C+,2.248,FAIL
18,23,98,73,84,296.0,59.2,C+,2.368,FAIL
79,25,75,74,57,310.0,62.0,B,2.48,FAIL
11,4,5,76,55,151.0,30.2,NG,1.208,FAIL
60,21,71,36,33,221.0,44.2,C,1.768,FAIL
8,62,67,87,55,279.0,55.8,C+,2.232,FAIL
11,46,83,9,96,245.0,49.0,C,1.96,FAIL
30,70,63,68,6,237.0,47.4,C,1.896,FAIL
41,80,98,46,48,313.0,62.6,B,2.504,PASS
74,22,67,91,28,282.0,56.4,C+,2.256,FAIL
96,24,62,51,67,300.0,60.0,B,2.4,FAIL
90,56,76,93,13,328.0,65.6,B,2.6240000000000006,FAIL
29,34,83,1,81,228.0,45.6,C,1.824,FAIL
19,69,14,72,44,218.0,43.6,C,1.744,FAIL
87,49,25,87,41,289.0,57.8,C+,2.312,FAIL
66,54,38,34,96,288.0,57.6,C+,2.304,FAIL
92,97,53,44,11,297.0,59.4,C+,2.376,FAIL
60,16,38,42,73,229.0,45.8,C,1.832,FAIL
22,73,74,9,11,189.0,37.8,C,1.5119999999999998,FAIL
10,13,75,1,32,131.0,26.2,NG,1.048,FAIL
12,46,50,88,33,229.0,45.8,C,1.832,FAIL
87,66,61,64,33,311.0,62.2,B,2.488,FAIL
69,77,46,28,40,260.0,52.0,C+,2.08,FAIL
73,3,76,59,86,297.0,59.4,C+,2.376,FAIL
27,63,90,1,85,266.0,53.2,C+,2.128,FAIL
42,47,36,9,17,151.0,30.2,NG,1.208,FAIL
59,21,63,68,21,232.0,46.4,C,1.8560000000000003,FAIL
10,86,41,38,38,213.0,42.6,C,1.704,FAIL
11,81,62,47,60,261.0,52.2,C+,2.088,FAIL
8,4,35,42,0,89.0,17.8,NG,0.7120000000000001,FAIL
64,4,36,26,51,181.0,36.2,C,1.4479999999999997,FAIL
99,72,76,63,43,353.0,70.6,B+,2.824,PASS
45,4,37,90,94,270.0,54.0,C+,2.16,FAIL
33,51,3,89,24,200.0,40.0,C,1.6,FAIL
27,94,28,66,98,313.0,62.6,B,2.504,FAIL
4,15,83,38,1,141.0,28.2,NG,1.128,FAIL
66,50,42,81,49,288.0,57.6,C+,2.304,PASS
51,2,40,55,30,178.0,35.6,C,1.4240000000000002,FAIL
95,71,1,2,59,228.0,45.6,C,1.824,FAIL
59,24,75,47,1,206.0,41.2,C,1.648,FAIL
5,39,24,41,24,133.0,26.6,NG,1.064,FAIL
57,97,99,58,20,331.0,66.2,B,2.648,FAIL
82,8,4,84,86,264.0,52.8,C+,2.112,FAIL
6,3,32,30,41,112.0,22.4,NG,0.8960000000000001,FAIL
50,32,48,95,57,282.0,56.4,C+,2.256,FAIL
56,52,53,43,66,270.0,54.0,C+,2.16,PASS
55,48,53,92,88,336.0,67.2,B,2.688,PASS
20,70,40,0,91,221.0,44.2,C,1.768,FAIL
89,74,83,3,5,254.0,50.8,C+,2.032,FAIL
25,52,83,31,43,234.0,46.8,C,1.872,FAIL
47,63,30,61,51,252.0,50.4,C+,2.016,FAIL
46,98,0,72,47,263.0,52.6,C+,2.104,FAIL
95,58,92,34,5,284.0,56.8,C+,2.272,FAIL
0,28,65,5,76,174.0,34.8,NG,1.392,FAIL
77,90,74,81,14,336.0,67.2,B,2.688,FAIL
40,37,71,62,87,297.0,59.4,C+,2.376,PASS
45,61,52,64,68,290.0,58.0,C+,2.32,PASS
22,97,24,69,49,261.0,52.2,C+,2.088,FAIL
84,83,48,33,80,328.0,65.6,B,2.6240000000000006,FAIL
34,80,21,97,30,262.0,52.4,C+,2.096,FAIL
83,88,53,57,55,336.0,67.2,B,2.688,PASS
75,72,57,6,41,251.0,50.2,C+,2.008,FAIL
56,26,82,71,64,299.0,59.8,C+,2.392,FAIL
37,11,75,52,4,179.0,35.8,C,1.432,FAIL
62,9,22,0,35,128.0,25.6,NG,1.024,FAIL
86,85,54,76,63,364.0,72.8,B+,2.912,PASS
84,6,27,93,45,255.0,51.0,C+,2.04,FAIL
48,59,19,47,80,253.0,50.6,C+,2.024,FAIL
17,14,21,30,69,151.0,30.2,NG,1.208,FAIL
16,32,86,49,21,204.0,40.8,C,1.632,FAIL
85,33,52,37,66,273.0,54.6,C+,2.184,FAIL
42,76,1,81,10,210.0,42.0,C,1.68,FAIL
45,93,96,89,89,412.0,82.4,A,3.296,PASS
77,77,25,22,8,209.0,41.8,C,1.672,FAIL
98,93,60,78,15,344.0,68.8,B,2.752,FAIL
92,20,73,55,20,260.0,52.0,C+,2.08,FAIL
64,99,32,4,44,243.0,48.6,C,1.944,FAIL
52,68,15,43,82,260.0,52.0,C+,2.08,FAIL
13,60,54,3,96,226.0,45.2,C,1.808,FAIL
97,84,53,24,24,282.0,56.4,C+,2.256,FAIL
5,1,67,67,48,188.0,37.6,C,1.504,FAIL
47,23,75,77,12,234.0,46.8,C,1.872,FAIL
77,8,62,82,21,250.0,50.0,C+,2.0,FAIL
77,59,95,37,98,366.0,73.2,B+,2.928,PASS
5,57,60,20,4,146.0,29.2,NG,1.168,FAIL
25,64,49,77,57,272.0,54.4,C+,2.176,FAIL
55,65,54,91,96,361.0,72.2,B+,2.888,PASS
11,25,22,67,20,145.0,29.0,NG,1.16,FAIL
40,36,58,51,89,274.0,54.8,C+,2.192,PASS
10,7,98,77,97,289.0,57.8,C+,2.312,FAIL
15,39,99,18,0,171.0,34.2,NG,1.368,FAIL
40,6,19,53,14,132.0,26.4,NG,1.056,FAIL
14,97,49,39,49,248.0,49.6,C,1.984,FAIL
27,4,11,32,33,107.0,21.4,NG,0.856,FAIL
78,32,81,67,21,279.0,55.8,C+,2.232,FAIL
11,10,17,2,7,47.0,9.4,NG,0.376,FAIL
89,11,98,53,9,260.0,52.0,C+,2.08,FAIL
68,81,7,28,83,267.0,53.4,C+,2.136,FAIL
29,1,93,17,10,150.0,30.0,NG,1.2,FAIL
94,5,32,60,44,235.0,47.0,C,1.88,FAIL
4,1,37,90,85,217.0,43.4,C,1.736,FAIL
12,43,64,68,58,245.0,49.0,C,1.96,FAIL
30,7,23,54,27,141.0,28.2,NG,1.128,FAIL
91,28,95,17,40,271.0,54.2,C+,2.168,FAIL
93,99,88,34,66,380.0,76.0,B+,3.04,FAIL
91,4,46,54,3,198.0,39.6,C,1.584,FAIL
19,56,68,60,79,282.0,56.4,C+,2.256,FAIL
51,31,59,57,81,279.0,55.8,C+,2.232,FAIL
72,59,28,45,54,258.0,51.6,C+,2.064,FAIL
96,5,72,95,6,274.0,54.8,C+,2.192,FAIL
42,4,92,73,24,235.0,47.0,C,1.88,FAIL
32,23,83,75,48,261.0,52.2,C+,2.088,FAIL
4,31,33,71,56,195.0,39.0,C,1.56,FAIL
70,21,46,21,10,168.0,33.6,NG,1.344,FAIL
83,55,45,93,18,294.0,58.8,C+,2.352,FAIL
31,14,54,61,37,197.0,39.4,C,1.5759999999999998,FAIL
43,0,27,9,36,115.0,23.0,NG,0.92,FAIL
83,80,48,78,78,367.0,73.4,B+,2.9360000000000004,PASS
10,79,23,40,98,250.0,50.0,C+,2.0,FAIL
10,33,70,54,59,226.0,45.2,C,1.808,FAIL
17,86,71,46,89,309.0,61.8,B,2.472,FAIL
51,3,83,90,84,311.0,62.2,B,2.488,FAIL
70,54,33,2,42,201.0,40.2,C,1.608,FAIL
54,88,70,21,92,325.0,65.0,B,2.6,FAIL
60,12,73,47,38,230.0,46.0,C,1.84,FAIL
18,56,53,92,0,219.0,43.8,C,1.7519999999999998,FAIL
77,85,16,7,0,185.0,37.0,C,1.48,FAIL
92,3,3,89,99,286.0,57.2,C+,2.288,FAIL
47,3,66,71,12,199.0,39.8,C,1.592,FAIL
80,47,87,40,62,316.0,63.2,B,2.528,PASS
19,88,71,93,91,362.0,72.4,B+,2.8959999999999995,FAIL
71,36,88,15,50,260.0,52.0,C+,2.08,FAIL
41,62,10,41,73,227.0,45.4,C,1.8159999999999998,FAIL
74,42,31,68,0,215.0,43.0,C,1.72,FAIL
35,81,18,11,14,159.0,31.8,NG,1.272,FAIL
57,11,21,62,7,158.0,31.6,NG,1.264,FAIL
59,60,16,26,87,248.0,49.6,C,1.984,FAIL
63,2,67,2,39,173.0,34.6,NG,1.3839999999999997,FAIL
28,66,3,65,4,166.0,33.2,NG,1.328,FAIL
65,95,69,32,85,346.0,69.2,B,2.7679999999999993,FAIL
65,51,97,51,79,343.0,68.6,B,2.744,PASS
34,66,99,35,29,263.0,52.6,C+,2.104,FAIL
27,59,61,98,43,288.0,57.6,C+,2.304,FAIL
63,34,50,29,99,275.0,55.0,C+,2.2,FAIL
93,9,97,63,35,297.0,59.4,C+,2.376,FAIL
46,77,86,18,64,291.0,58.2,C+,2.328,FAIL
14,38,55,43,42,192.0,38.4,C,1.536,FAIL
50,38,62,89,45,284.0,56.8,C+,2.272,PASS
79,23,59,10,51,222.0,44.4,C,1.776,FAIL
55,83,55,26,51,270.0,54.0,C+,2.16,FAIL
60,36,70,68,15,249.0,49.8,C,1.992,FAIL
65,17,55,0,5,142.0,28.4,NG,1.136,FAIL
28,31,31,77,56,223.0,44.6,C,1.784,FAIL
2,90,74,38,27,231.0,46.2,C,1.848,FAIL
38,11,37,90,65,241.0,48.2,C,1.928,FAIL
1,65,95,34,82,277.0,55.4,C+,2.216,FAIL
29,2,2,83,64,180.0,36.0,C,1.44,FAIL
80,53,86,18,23,260.0,52.0,C+,2.08,FAIL
78,7,36,75,41,237.0,47.4,C,1.896,FAIL
63,70,47,36,94,310.0,62.0,B,2.48,PASS
87,88,72,31,79,357.0,71.4,B+,2.856,FAIL
96,13,82,3,55,249.0,49.8,C,1.992,FAIL
4,78,37,31,72,222.0,44.4,C,1.776,FAIL
86,0,44,75,51,256.0,51.2,C+,2.048,FAIL
10,23,60,62,85,240.0,48.0,C,1.92,FAIL
95,9,54,96,79,333.0,66.6,B,2.664,FAIL
46,47,78,81,52,304.0,60.8,B,2.432,PASS
15,10,30,99,11,165.0,33.0,NG,1.32,FAIL
5,91,10,66,56,228.0,45.6,C,1.824,FAIL
11,39,86,37,63,236.0,47.2,C,1.888,FAIL
40,78,71,36,77,302.0,60.4,B,2.416,PASS
98,62,23,16,52,251.0,50.2,C+,2.008,FAIL
14,84,70,49,98,315.0,63.0,B,2.52,FAIL
84,62,21,89,66,322.0,64.4,B,2.576,FAIL
54,47,73,8,84,266.0,53.2,C+,2.128,FAIL
34,73,44,67,69,287.0,57.4,C+,2.296,FAIL
78,96,27,85,56,342.0,68.4,B,2.736,FAIL
62,43,78,9,99,291.0,58.2,C+,2.328,FAIL
36,55,11,58,63,223.0,44.6,C,1.784,FAIL
54,87,61,16,59,277.0,55.4,C+,2.216,FAIL
76,18,61,18,28,201.0,40.2,C,1.608,FAIL
58,16,84,55,41,254.0,50.8,C+,2.032,FAIL
78,27,81,62,67,315.0,63.0,B,2.52,FAIL
7,1,47,17,35,107.0,21.4,NG,0.856,FAIL
98,60,98,63,23,342.0,68.4,B,2.736,FAIL
50,83,44,61,69,307.0,61.4,B,2.456,PASS
12,55,94,60,73,294.0,58.8,C+,2.352,FAIL
99,86,26,33,15,259.0,51.8,C+,2.072,FAIL
58,31,3,92,33,217.0,43.4,C,1.736,FAIL
60,16,9,47,86,218.0,43.6,C,1.744,FAIL
84,52,24,51,68,279.0,55.8,C+,2.232,FAIL
8,51,22,49,23,153.0,30.6,NG,1.224,FAIL
36,11,48,80,21,196.0,39.2,C,1.568,FAIL
22,7,73,78,42,222.0,44.4,C,1.776,FAIL
40,11,74,41,33,199.0,39.8,C,1.592,FAIL
52,89,14,38,5,198.0,39.6,C,1.584,FAIL
51,20,39,57,96,263.0,52.6,C+,2.104,FAIL
78,85,43,33,95,334.0,66.8,B,2.6719999999999997,FAIL
67,7,16,74,69,233.0,46.6,C,1.864,FAIL
76,95,83,86,40,380.0,76.0,B+,3.04,PASS
57,69,82,65,18,291.0,58.2,C+,2.328,FAIL
77,70,51,74,86,358.0,71.6,B+,2.864,PASS
73,69,30,35,95,302.0,60.4,B,2.416,FAIL
45,48,39,71,86,289.0,57.8,C+,2.312,PASS
82,77,60,88,28,335.0,67.0,B,2.68,FAIL
2,0,97,20,88,207.0,41.4,C,1.656,FAIL
37,2,70,18,91,218.0,43.6,C,1.744,FAIL
6,82,64,95,45,292.0,58.4,C+,2.336,FAIL
76,35,14,37,56,218.0,43.6,C,1.744,FAIL
64,61,8,36,32,201.0,40.2,C,1.608,FAIL
35,39,81,74,90,319.0,63.8,B,2.552,PASS
75,15,51,53,55,249.0,49.8,C,1.992,FAIL
37,83,31,4,72,227.0,45.4,C,1.8159999999999998,FAIL
6,70,95,91,32,294.0,58.8,C+,2.352,FAIL
92,1,60,10,39,202.0,40.4,C,1.6160000000000003,FAIL
4,90,7,53,81,235.0,47.0,C,1.88,FAIL
29,74,69,94,90,356.0,71.2,B+,2.8480000000000003,FAIL
33,73,1,92,46,245.0,49.0,C,1.96,FAIL
20,8,65,47,8,148.0,29.6,NG,1.184,FAIL
24,47,33,93,24,221.0,44.2,C,1.768,FAIL
87,73,86,77,54,377.0,75.4,B+,3.016,PASS
6,46,50,13,68,183.0,36.6,C,1.464,FAIL
30,52,16,14,80,192.0,38.4,C,1.536,FAIL
80,48,38,71,3,240.0,48.0,C,1.92,FAIL
24,30,48,60,6,168.0,33.6,NG,1.344,FAIL
98,45,5,55,54,257.0,51.4,C+,2.056,FAIL
10,11,18,45,34,118.0,23.6,NG,0.944,FAIL
59,3,58,57,57,234.0,46.8,C,1.872,FAIL
54,77,32,64,13,240.0,48.0,C,1.92,FAIL
1,3,96,98,37,235.0,47.0,C,1.88,FAIL
49,71,72,27,64,283.0,56.6,C+,2.264,FAIL
29,65,75,79,25,273.0,54.6,C+,2.184,FAIL
49,90,21,27,29,216.0,43.2,C,1.7280000000000002,FAIL
98,99,89,20,55,361.0,72.2,B+,2.888,FAIL
18,89,30,72,90,299.0,59.8,C+,2.392,FAIL
88,75,61,73,25,322.0,64.4,B,2.576,FAIL
27,31,60,27,84,229.0,45.8,C,1.832,FAIL
49,77,91,7,54,278.0,55.6,C+,2.224,FAIL
36,62,7,19,42,166.0,33.2,NG,1.328,FAIL
19,91,72,98,65,345.0,69.0,B,2.76,FAIL
35,43,82,47,95,302.0,60.4,B,2.416,PASS
46,91,5,12,39,193.0,38.6,C,1.544,FAIL
74,99,95,47,41,356.0,71.2,B+,2.8480000000000003,PASS
77,75,80,92,63,387.0,77.4,B+,3.096,PASS
35,14,14,90,46,199.0,39.8,C,1.592,FAIL
28,67,37,28,98,258.0,51.6,C+,2.064,FAIL
4,65,34,45,45,193.0,38.6,C,1.544,FAIL
18,33,78,68,85,282.0,56.4,C+,2.256,FAIL
63,84,58,82,30,317.0,63.4,B,2.536,FAIL
41,86,43,68,60,298.0,59.6,C+,2.384,PASS
62,2,36,78,7,185.0,37.0,C,1.48,FAIL
38,69,16,10,1,134.0,26.8,NG,1.072,FAIL
20,9,10,38,38,115.0,23.0,NG,0.92,FAIL
4,88,52,73,30,247.0,49.4,C,1.976,FAIL
51,41,70,34,47,243.0,48.6,C,1.944,FAIL
92,43,18,53,30,236.0,47.2,C,1.888,FAIL
6,52,75,16,93,242.0,48.4,C,1.936,FAIL
77,18,14,35,91,235.0,47.0,C,1.88,FAIL
90,91,68,16,32,297.0,59.4,C+,2.376,FAIL
15,75,47,1,97,235.0,47.0,C,1.88,FAIL
4,79,28,58,80,249.0,49.8,C,1.992,FAIL
71,47,96,93,87,394.0,78.8,B+,3.1519999999999997,PASS
51,26,13,38,99,227.0,45.4,C,1.8159999999999998,FAIL
25,43,66,91,0,225.0,45.0,C,1.8,FAIL
60,57,10,69,43,239.0,47.8,C,1.912,FAIL
36,83,86,41,24,270.0,54.0,C+,2.16,FAIL
84,3,75,25,34,221.0,44.2,C,1.768,FAIL
92,33,9,57,86,277.0,55.4,C+,2.216,FAIL
50,5,42,89,41,227.0,45.4,C,1.8159999999999998,FAIL
9,50,37,90,1,187.0,37.4,C,1.496,FAIL
32,64,92,21,64,273.0,54.6,C+,2.184,FAIL
10,33,28,38,99,208.0,41.6,C,1.6640000000000001,FAIL
62,5,92,17,39,215.0,43.0,C,1.72,FAIL
97,79,55,65,17,313.0,62.6,B,2.504,FAIL
9,84,75,7,68,243.0,48.6,C,1.944,FAIL
58,81,15,45,98,297.0,59.4,C+,2.376,FAIL
22,88,85,84,38,317.0,63.4,B,2.536,FAIL
31,92,16,75,86,300.0,60.0,B,2.4,FAIL
72,42,12,43,53,222.0,44.4,C,1.776,FAIL
81,11,24,67,36,219.0,43.8,C,1.7519999999999998,FAIL
48,10,70,24,58,210.0,42.0,C,1.68,FAIL
10,75,44,1,43,173.0,34.6,NG,1.3839999999999997,FAIL
64,66,67,61,37,295.0,59.0,C+,2.36,PASS
58,60,38,45,89,290.0,58.0,C+,2.32,PASS
10,86,81,89,92,358.0,71.6,B+,2.864,FAIL
39,14,86,84,83,306.0,61.2,B,2.448,FAIL
4,75,10,11,27,127.0,25.4,NG,1.016,FAIL
5,54,46,29,21,155.0,31.0,NG,1.24,FAIL
99,92,27,45,1,264.0,52.8,C+,2.112,FAIL
89,10,29,80,23,231.0,46.2,C,1.848,FAIL
71,83,6,47,91,298.0,59.6,C+,2.384,FAIL
74,29,84,44,55,286.0,57.2,C+,2.288,FAIL
92,79,46,62,4,283.0,56.6,C+,2.264,FAIL
70,17,96,10,22,215.0,43.0,C,1.72,FAIL
97,7,26,85,79,294.0,58.8,C+,2.352,FAIL
96,28,4,3,47,178.0,35.6,C,1.4240000000000002,FAIL
91,32,26,42,49,240.0,48.0,C,1.92,FAIL
7,17,52,79,25,180.0,36.0,C,1.44,FAIL
15,55,40,14,91,215.0,43.0,C,1.72,FAIL
41,77,18,89,41,266.0,53.2,C+,2.128,FAIL
98,12,56,44,76,286.0,57.2,C+,2.288,FAIL
49,91,85,11,42,278.0,55.6,C+,2.224,FAIL
19,72,72,97,61,321.0,64.2,B,2.568,FAIL
92,62,31,27,30,242.0,48.4,C,1.936,FAIL
23,5,72,14,37,151.0,30.2,NG,1.208,FAIL
1,57,22,81,53,214.0,42.8,C,1.712,FAIL
13,29,95,90,69,296.0,59.2,C+,2.368,FAIL
93,36,85,60,35,309.0,61.8,B,2.472,PASS
48,48,97,81,46,320.0,64.0,B,2.56,PASS
25,72,40,88,38,263.0,52.6,C+,2.104,FAIL
20,83,58,96,35,292.0,58.4,C+,2.336,FAIL
81,14,85,86,82,348.0,69.6,B,2.784,FAIL
46,95,81,79,93,394.0,78.8,B+,3.1519999999999997,PASS
40,3,42,77,76,238.0,47.6,C,1.9039999999999997,FAIL
65,81,87,54,97,384.0,76.8,B+,3.072,PASS
0,67,49,99,68,283.0,56.6,C+,2.264,FAIL
76,94,33,77,31,311.0,62.2,B,2.488,FAIL
53,36,52,45,7,193.0,38.6,C,1.544,FAIL
31,21,44,76,45,217.0,43.4,C,1.736,FAIL
59,96,65,49,74,343.0,68.6,B,2.744,PASS
19,50,0,51,45,165.0,33.0,NG,1.32,FAIL
34,84,71,98,15,302.0,60.4,B,2.416,FAIL
14,15,52,79,63,223.0,44.6,C,1.784,FAIL
36,34,78,88,9,245.0,49.0,C,1.96,FAIL
87,0,54,85,0,226.0,45.2,C,1.808,FAIL
0,91,55,76,59,281.0,56.2,C+,2.248,FAIL
26,56,80,75,11,248.0,49.6,C,1.984,FAIL
27,48,94,10,30,209.0,41.8,C,1.672,FAIL
49,47,91,77,66,330.0,66.0,B,2.64,PASS
93,64,45,68,75,345.0,69.0,B,2.76,PASS
68,65,65,6,99,303.0,60.6,B,2.424,FAIL
4,33,19,63,33,152.0,30.4,NG,1.216,FAIL
4,62,88,90,74,318.0,63.6,B,2.544,FAIL
13,95,19,9,5,141.0,28.2,NG,1.128,FAIL
41,97,76,55,28,297.0,59.4,C+,2.376,FAIL
14,95,61,69,62,301.0,60.2,B,2.408,FAIL
37,55,2,73,27,194.0,38.8,C,1.5520000000000003,FAIL
30,84,33,9,32,188.0,37.6,C,1.504,FAIL
39,0,25,60,11,135.0,27.0,NG,1.08,FAIL
38,93,25,30,8,194.0,38.8,C,1.5520000000000003,FAIL
68,73,54,54,67,316.0,63.2,B,2.528,PASS
36,27,2,82,99,246.0,49.2,C,1.9680000000000002,FAIL
88,8,9,71,75,251.0,50.2,C+,2.008,FAIL
41,33,0,72,61,207.0,41.4,C,1.656,FAIL
54,65,39,93,88,339.0,67.8,B,2.7120000000000006,PASS
86,36,95,64,43,324.0,64.8,B,2.592,PASS
56,99,20,22,43,240.0,48.0,C,1.92,FAIL
