Physics,Chemistry,Math,Computer,Average Marks,Total Marks,Percentages %,Grades,Final Results
99,17,64,15,48.75,195.0,48.75,C,FAIL
1,2,2,14,4.75,19.0,4.75,NG,FAIL
44,4,56,33,34.25,137.0,34.25,NG,FAIL
8,42,5,89,36.0,144.0,36.0,C,FAIL
1,12,10,82,26.25,105.0,26.25,NG,FAIL
48,10,95,72,56.25,225.0,56.25,C+,FAIL
22,29,5,73,32.25,129.0,32.25,NG,FAIL
20,47,78,74,54.75,219.0,54.75,C+,FAIL
56,87,27,8,44.5,178.0,44.5,C,FAIL
5,42,30,33,27.5,110.0,27.5,NG,FAIL
30,25,85,36,44.0,176.0,44.0,C,FAIL
33,35,8,58,33.5,134.0,33.5,NG,FAIL
8,42,46,62,39.5,158.0,39.5,C,FAIL
4,23,72,47,36.5,146.0,36.5,C,FAIL
65,91,49,99,76.0,304.0,76.0,B+,PASS
98,29,74,43,61.0,244.0,61.0,B,FAIL
95,38,32,32,49.25,197.0,49.25,C,FAIL
33,33,24,23,28.25,113.0,28.25,NG,FAIL
25,97,3,68,48.25,193.0,48.25,C,FAIL
86,72,83,28,67.25,269.0,67.25,B,FAIL
61,35,24,33,38.25,153.0,38.25,C,FAIL
90,82,64,74,77.5,310.0,77.5,B+,PASS
49,18,10,56,33.25,133.0,33.25,NG,FAIL
90,54,32,29,51.25,205.0,51.25,C+,FAIL
98,25,45,86,63.5,254.0,63.5,B,FAIL
84,63,54,47,62.0,248.0,62.0,B,PASS
62,98,6,26,48.0,192.0,48.0,C,FAIL
70,3,13,18,26.0,104.0,26.0,NG,FAIL
18,64,85,56,55.75,223.0,55.75,C+,FAIL
32,62,44,64,50.5,202.0,50.5,C+,FAIL
5,34,94,89,55.5,222.0,55.5,C+,FAIL
25,10,94,66,48.75,195.0,48.75,C,FAIL
31,43,79,67,55.0,220.0,55.0,C+,FAIL
75,20,26,65,46.5,186.0,46.5,C,FAIL
51,75,9,94,57.25,229.0,57.25,C+,FAIL
77,35,43,91,61.5,246.0,61.5,B,PASS
21,56,26,27,32.5,130.0,32.5,NG,FAIL
34,91,79,47,62.75,251.0,62.75,B,FAIL
10,16,65,3,23.5,94.0,23.5,NG,FAIL
0,37,19,92,37.0,148.0,37.0,C,FAIL
98,51,16,18,45.75,183.0,45.75,C,FAIL
49,95,64,6,53.5,214.0,53.5,C+,FAIL
97,62,12,19,47.5,190.0,47.5,C,FAIL
90,1,96,40,56.75,227.0,56.75,C+,FAIL
0,57,92,21,42.5,170.0,42.5,C,FAIL
59,65,21,9,38.5,154.0,38.5,C,FAIL
93,18,43,86,60.0,240.0,60.0,B,FAIL
82,27,35,42,46.5,186.0,46.5,C,FAIL
64,84,48,57,63.25,253.0,63.25,B,PASS
64,64,99,4,57.75,231.0,57.75,C+,FAIL
27,12,29,39,26.75,107.0,26.75,NG,FAIL
94,1,91,76,65.5,262.0,65.5,B,FAIL
0,53,83,76,53.0,212.0,53.0,C+,FAIL
44,36,71,73,56.0,224.0,56.0,C+,PASS
35,98,0,64,49.25,197.0,49.25,C,FAIL
29,69,4,69,42.75,171.0,42.75,C,FAIL
73,89,9,1,43.0,172.0,43.0,C,FAIL
15,55,51,6,31.75,127.0,31.75,NG,FAIL
99,6,94,44,60.75,243.0,60.75,B,FAIL
66,83,54,37,60.0,240.0,60.0,B,PASS
99,78,63,49,72.25,289.0,72.25,B+,PASS
89,83,99,82,88.25,353.0,88.25,A,PASS
4,89,15,35,35.75,143.0,35.75,C,FAIL
64,47,63,20,48.5,194.0,48.5,C,FAIL
28,19,23,8,19.5,78.0,19.5,NG,FAIL
82,65,70,18,58.75,235.0,58.75,C+,FAIL
94,65,8,96,65.75,263.0,65.75,B,FAIL
46,98,62,60,66.5,266.0,66.5,B,PASS
70,16,5,98,47.25,189.0,47.25,C,FAIL
2,53,51,77,45.75,183.0,45.75,C,FAIL
13,11,91,23,34.5,138.0,34.5,NG,FAIL
34,5,80,62,45.25,181.0,45.25,C,FAIL
31,80,11,65,46.75,187.0,46.75,C,FAIL
79,36,81,79,68.75,275.0,68.75,B,PASS
10,58,87,33,47.0,188.0,47.0,C,FAIL
41,59,22,35,39.25,157.0,39.25,C,FAIL
93,94,0,24,52.75,211.0,52.75,C+,FAIL
98,66,63,80,76.75,307.0,76.75,B+,PASS
12,76,88,13,47.25,189.0,47.25,C,FAIL
39,99,85,18,60.25,241.0,60.25,B,FAIL
52,52,65,61,57.5,230.0,57.5,C+,PASS
80,2,55,2,34.75,139.0,34.75,NG,FAIL
47,73,78,28,56.5,226.0,56.5,C+,FAIL
1,26,75,40,35.5,142.0,35.5,C,FAIL
18,99,40,64,55.25,221.0,55.25,C+,FAIL
97,49,7,12,41.25,165.0,41.25,C,FAIL
63,58,79,63,65.75,263.0,65.75,B,PASS
84,19,84,88,68.75,275.0,68.75,B,FAIL
95,56,90,81,80.5,322.0,80.5,A,PASS
31,62,76,50,54.75,219.0,54.75,C+,FAIL
50,36,93,19,49.5,198.0,49.5,C,FAIL
45,34,25,84,47.0,188.0,47.0,C,FAIL
83,65,71,2,55.25,221.0,55.25,C+,FAIL
60,66,51,3,45.0,180.0,45.0,C,FAIL
58,12,44,99,53.25,213.0,53.25,C+,FAIL
31,14,3,50,24.5,98.0,24.5,NG,FAIL
74,3,77,86,60.0,240.0,60.0,B,FAIL
74,76,5,12,41.75,167.0,41.75,C,FAIL
65,31,39,81,54.0,216.0,54.0,C+,FAIL
64,29,2,15,27.5,110.0,27.5,NG,FAIL
96,32,66,79,68.25,273.0,68.25,B,FAIL
48,22,73,63,51.5,206.0,51.5,C+,FAIL
79,56,31,30,49.0,196.0,49.0,C,FAIL
66,36,92,54,62.0,248.0,62.0,B,PASS
92,20,41,7,40.0,160.0,40.0,C,FAIL
42,91,66,24,55.75,223.0,55.75,C+,FAIL
59,66,80,5,52.5,210.0,52.5,C+,FAIL
44,77,57,71,62.25,249.0,62.25,B,PASS
94,50,59,3,51.5,206.0,51.5,C+,FAIL
78,63,97,99,84.25,337.0,84.25,A,PASS
21,1,36,14,18.0,72.0,18.0,NG,FAIL
0,75,47,10,33.0,132.0,33.0,NG,FAIL
45,17,55,64,45.25,181.0,45.25,C,FAIL
87,77,93,82,84.75,339.0,84.75,A,PASS
2,43,98,37,45.0,180.0,45.0,C,FAIL
83,2,95,93,68.25,273.0,68.25,B,FAIL
8,5,22,82,29.25,117.0,29.25,NG,FAIL
88,77,8,19,48.0,192.0,48.0,C,FAIL
57,31,31,33,38.0,152.0,38.0,C,FAIL
52,71,59,61,60.75,243.0,60.75,B,PASS
55,76,39,81,62.75,251.0,62.75,B,PASS
79,16,29,34,39.5,158.0,39.5,C,FAIL
20,15,36,96,41.75,167.0,41.75,C,FAIL
3,66,48,98,53.75,215.0,53.75,C+,FAIL
13,37,56,56,40.5,162.0,40.5,C,FAIL
49,57,28,55,47.25,189.0,47.25,C,FAIL
93,28,70,71,65.5,262.0,65.5,B,FAIL
7,3,24,13,11.75,47.0,11.75,NG,FAIL
18,14,16,51,24.75,99.0,24.75,NG,FAIL
23,88,59,52,55.5,222.0,55.5,C+,FAIL
78,48,0,16,35.5,142.0,35.5,C,FAIL
12,90,66,23,47.75,191.0,47.75,C,FAIL
81,5,27,82,48.75,195.0,48.75,C,FAIL
86,94,80,84,86.0,344.0,86.0,A,PASS
32,77,77,38,56.0,224.0,56.0,C+,FAIL
11,6,55,68,35.0,140.0,35.0,C,FAIL
25,23,86,63,49.25,197.0,49.25,C,FAIL
90,97,96,51,83.5,334.0,83.5,A,PASS
84,55,58,80,69.25,277.0,69.25,B,PASS
12,34,41,72,39.75,159.0,39.75,C,FAIL
88,79,97,90,88.5,354.0,88.5,A,PASS
60,78,34,6,44.5,178.0,44.5,C,FAIL
38,29,24,1,23.0,92.0,23.0,NG,FAIL
4,13,58,45,30.0,120.0,30.0,NG,FAIL
68,58,75,82,70.75,283.0,70.75,B+,PASS
45,2,61,48,39.0,156.0,39.0,C,FAIL
99,35,15,18,41.75,167.0,41.75,C,FAIL
48,48,58,6,40.0,160.0,40.0,C,FAIL
81,78,28,3,47.5,190.0,47.5,C,FAIL
75,8,90,66,59.75,239.0,59.75,C+,FAIL
75,42,65,69,62.75,251.0,62.75,B,PASS
81,88,50,35,63.5,254.0,63.5,B,PASS
26,13,22,46,26.75,107.0,26.75,NG,FAIL
84,91,21,49,61.25,245.0,61.25,B,FAIL
22,5,78,94,49.75,199.0,49.75,C,FAIL
42,28,18,95,45.75,183.0,45.75,C,FAIL
17,32,95,69,53.25,213.0,53.25,C+,FAIL
59,91,55,5,52.5,210.0,52.5,C+,FAIL
98,38,0,21,39.25,157.0,39.25,C,FAIL
2,86,53,42,45.75,183.0,45.75,C,FAIL
49,46,1,40,34.0,136.0,34.0,NG,FAIL
39,59,96,12,51.5,206.0,51.5,C+,FAIL
79,59,33,2,43.25,173.0,43.25,C,FAIL
49,0,15,24,22.0,88.0,22.0,NG,FAIL
5,50,25,58,34.5,138.0,34.5,NG,FAIL
20,17,66,11,28.5,114.0,28.5,NG,FAIL
6,76,69,6,39.25,157.0,39.25,C,FAIL
93,41,92,76,75.5,302.0,75.5,B+,PASS
25,26,81,85,54.25,217.0,54.25,C+,FAIL
79,86,80,60,76.25,305.0,76.25,B+,PASS
39,8,57,80,46.0,184.0,46.0,C,FAIL
44,2,64,87,49.25,197.0,49.25,C,FAIL
39,10,96,59,51.0,204.0,51.0,C+,FAIL
29,64,56,78,56.75,227.0,56.75,C+,FAIL
12,13,4,19,12.0,48.0,12.0,NG,FAIL
45,5,96,61,51.75,207.0,51.75,C+,FAIL
35,70,26,25,39.0,156.0,39.0,C,FAIL
89,61,83,39,68.0,272.0,68.0,B,PASS
22,35,42,19,29.5,118.0,29.5,NG,FAIL
79,74,97,69,79.75,319.0,79.75,B+,PASS
19,36,7,82,36.0,144.0,36.0,C,FAIL
85,56,65,20,56.5,226.0,56.5,C+,FAIL
8,64,11,97,45.0,180.0,45.0,C,FAIL
20,69,45,13,36.75,147.0,36.75,C,FAIL
47,61,71,79,64.5,258.0,64.5,B,PASS
14,58,42,22,34.0,136.0,34.0,NG,FAIL
63,95,9,95,65.5,262.0,65.5,B,FAIL
89,8,93,69,64.75,259.0,64.75,B,FAIL
36,50,72,54,53.0,212.0,53.0,C+,PASS
52,63,17,23,38.75,155.0,38.75,C,FAIL
4,66,96,11,44.25,177.0,44.25,C,FAIL
76,35,27,62,50.0,200.0,50.0,C+,FAIL
40,59,76,50,56.25,225.0,56.25,C+,PASS
32,78,36,90,59.0,236.0,59.0,C+,FAIL
49,3,49,49,37.5,150.0,37.5,C,FAIL
58,58,16,38,42.5,170.0,42.5,C,FAIL
55,67,91,26,59.75,239.0,59.75,C+,FAIL
78,33,22,17,37.5,150.0,37.5,C,FAIL
2,65,2,89,39.5,158.0,39.5,C,FAIL
81,97,19,55,63.0,252.0,63.0,B,FAIL
9,41,6,32,22.0,88.0,22.0,NG,FAIL
67,79,95,55,74.0,296.0,74.0,B+,PASS
61,23,60,76,55.0,220.0,55.0,C+,FAIL
14,43,99,44,50.0,200.0,50.0,C+,FAIL
74,67,48,83,68.0,272.0,68.0,B,PASS
63,19,78,42,50.5,202.0,50.5,C+,FAIL
77,16,11,28,33.0,132.0,33.0,NG,FAIL
16,55,91,65,56.75,227.0,56.75,C+,FAIL
71,16,58,35,45.0,180.0,45.0,C,FAIL
55,36,11,55,39.25,157.0,39.25,C,FAIL
23,5,80,41,37.25,149.0,37.25,C,FAIL
3,39,65,58,41.25,165.0,41.25,C,FAIL
83,90,63,13,62.25,249.0,62.25,B,FAIL
8,37,93,79,54.25,217.0,54.25,C+,FAIL
99,18,51,80,62.0,248.0,62.0,B,FAIL
53,5,71,2,32.75,131.0,32.75,NG,FAIL
14,15,85,56,42.5,170.0,42.5,C,FAIL
75,83,97,95,87.5,350.0,87.5,A,PASS
4,83,81,50,54.5,218.0,54.5,C+,FAIL
79,50,38,44,52.75,211.0,52.75,C+,PASS
22,18,24,42,26.5,106.0,26.5,NG,FAIL
67,90,5,1,40.75,163.0,40.75,C,FAIL
18,56,43,11,32.0,128.0,32.0,NG,FAIL
67,46,13,33,39.75,159.0,39.75,C,FAIL
19,60,49,40,42.0,168.0,42.0,C,FAIL
71,95,69,34,67.25,269.0,67.25,B,FAIL
15,8,80,2,26.25,105.0,26.25,NG,FAIL
49,68,64,66,61.75,247.0,61.75,B,PASS
66,26,68,43,50.75,203.0,50.75,C+,FAIL
23,43,49,75,47.5,190.0,47.5,C,FAIL
86,4,65,40,48.75,195.0,48.75,C,FAIL
22,73,36,90,55.25,221.0,55.25,C+,FAIL
56,27,7,24,28.5,114.0,28.5,NG,FAIL
13,70,26,50,39.75,159.0,39.75,C,FAIL
91,19,4,77,47.75,191.0,47.75,C,FAIL
55,86,61,41,60.75,243.0,60.75,B,PASS
52,73,25,10,40.0,160.0,40.0,C,FAIL
80,41,23,15,39.75,159.0,39.75,C,FAIL
37,21,52,18,32.0,128.0,32.0,NG,FAIL
47,18,31,23,29.75,119.0,29.75,NG,FAIL
66,48,76,47,59.25,237.0,59.25,C+,PASS
91,72,19,12,48.5,194.0,48.5,C,FAIL
58,76,69,43,61.5,246.0,61.5,B,PASS
43,6,19,64,33.0,132.0,33.0,NG,FAIL
96,78,79,45,74.5,298.0,74.5,B+,PASS
51,32,12,93,47.0,188.0,47.0,C,FAIL
13,3,52,58,31.5,126.0,31.5,NG,FAIL
27,73,54,82,59.0,236.0,59.0,C+,FAIL
33,14,10,42,24.75,99.0,24.75,NG,FAIL
13,61,98,23,48.75,195.0,48.75,C,FAIL
13,36,61,97,51.75,207.0,51.75,C+,FAIL
56,31,61,79,56.75,227.0,56.75,C+,FAIL
0,51,53,87,47.75,191.0,47.75,C,FAIL
70,61,6,42,44.75,179.0,44.75,C,FAIL
75,85,43,34,59.25,237.0,59.25,C+,FAIL
8,34,40,11,23.25,93.0,23.25,NG,FAIL
61,78,98,33,67.5,270.0,67.5,B,FAIL
38,38,20,61,39.25,157.0,39.25,C,FAIL
5,15,6,21,11.75,47.0,11.75,NG,FAIL
79,24,41,92,59.0,236.0,59.0,C+,FAIL
65,30,68,21,46.0,184.0,46.0,C,FAIL
36,48,21,26,32.75,131.0,32.75,NG,FAIL
85,84,82,57,77.0,308.0,77.0,B+,PASS
66,72,85,65,72.0,288.0,72.0,B+,PASS
10,91,19,38,39.5,158.0,39.5,C,FAIL
16,64,39,71,47.5,190.0,47.5,C,FAIL
78,80,4,85,61.75,247.0,61.75,B,FAIL
21,41,8,44,28.5,114.0,28.5,NG,FAIL
1,93,83,93,67.5,270.0,67.5,B,FAIL
83,19,76,1,44.75,179.0,44.75,C,FAIL
72,85,78,83,79.5,318.0,79.5,B+,PASS
15,1,98,61,43.75,175.0,43.75,C,FAIL
13,99,92,18,55.5,222.0,55.5,C+,FAIL
21,75,44,23,40.75,163.0,40.75,C,FAIL
47,69,30,40,46.5,186.0,46.5,C,FAIL
17,36,5,35,23.25,93.0,23.25,NG,FAIL
34,42,20,17,28.25,113.0,28.25,NG,FAIL
36,59,70,33,49.5,198.0,49.5,C,FAIL
50,80,88,61,69.75,279.0,69.75,B,PASS
80,5,6,7,24.5,98.0,24.5,NG,FAIL
24,99,56,48,56.75,227.0,56.75,C+,FAIL
83,58,9,33,45.75,183.0,45.75,C,FAIL
2,69,71,32,43.5,174.0,43.5,C,FAIL
27,39,0,8,18.5,74.0,18.5,NG,FAIL
0,39,65,12,29.0,116.0,29.0,NG,FAIL
45,71,58,71,61.25,245.0,61.25,B,PASS
12,23,31,98,41.0,164.0,41.0,C,FAIL
75,16,56,74,55.25,221.0,55.25,C+,FAIL
53,95,72,32,63.0,252.0,63.0,B,FAIL
11,46,49,50,39.0,156.0,39.0,C,FAIL
38,98,31,32,49.75,199.0,49.75,C,FAIL
81,39,57,88,66.25,265.0,66.25,B,PASS
73,6,14,9,25.5,102.0,25.5,NG,FAIL
6,93,85,18,50.5,202.0,50.5,C+,FAIL
70,31,35,3,34.75,139.0,34.75,NG,FAIL
56,60,30,87,58.25,233.0,58.25,C+,FAIL
57,31,23,13,31.0,124.0,31.0,NG,FAIL
9,91,22,8,32.5,130.0,32.5,NG,FAIL
38,11,0,42,22.75,91.0,22.75,NG,FAIL
19,46,0,73,34.5,138.0,34.5,NG,FAIL
92,74,65,68,74.75,299.0,74.75,B+,PASS
2,33,10,8,13.25,53.0,13.25,NG,FAIL
4,14,89,60,41.75,167.0,41.75,C,FAIL
75,30,7,99,52.75,211.0,52.75,C+,FAIL
43,86,99,6,58.5,234.0,58.5,C+,FAIL
55,30,93,32,52.5,210.0,52.5,C+,FAIL
20,43,16,19,24.5,98.0,24.5,NG,FAIL
42,20,30,71,40.75,163.0,40.75,C,FAIL
43,68,42,95,62.0,248.0,62.0,B,PASS
18,6,84,70,44.5,178.0,44.5,C,FAIL
10,49,1,54,28.5,114.0,28.5,NG,FAIL
4,87,45,47,45.75,183.0,45.75,C,FAIL
82,87,69,95,83.25,333.0,83.25,A,PASS
45,31,90,32,49.5,198.0,49.5,C,FAIL
28,85,65,71,62.25,249.0,62.25,B,FAIL
41,62,66,46,53.75,215.0,53.75,C+,PASS
71,25,40,79,53.75,215.0,53.75,C+,FAIL
15,51,72,34,43.0,172.0,43.0,C,FAIL
35,38,52,88,53.25,213.0,53.25,C+,PASS
52,21,3,89,41.25,165.0,41.25,C,FAIL
23,36,31,48,34.5,138.0,34.5,NG,FAIL
3,25,7,98,33.25,133.0,33.25,NG,FAIL
30,34,30,79,43.25,173.0,43.25,C,FAIL
17,55,89,61,55.5,222.0,55.5,C+,FAIL
15,92,61,49,54.25,217.0,54.25,C+,FAIL
64,15,88,39,51.5,206.0,51.5,C+,FAIL
26,1,28,90,36.25,145.0,36.25,C,FAIL
98,70,18,42,57.0,228.0,57.0,C+,FAIL
74,46,34,99,63.25,253.0,63.25,B,FAIL
85,19,27,84,53.75,215.0,53.75,C+,FAIL
54,56,67,62,59.75,239.0,59.75,C+,PASS
17,87,33,9,36.5,146.0,36.5,C,FAIL
98,77,28,5,52.0,208.0,52.0,C+,FAIL
35,66,62,71,58.5,234.0,58.5,C+,PASS
45,68,61,44,54.5,218.0,54.5,C+,PASS
16,66,95,84,65.25,261.0,65.25,B,FAIL
92,6,90,57,61.25,245.0,61.25,B,FAIL
13,32,47,32,31.0,124.0,31.0,NG,FAIL
81,92,64,78,78.75,315.0,78.75,B+,PASS
76,73,18,9,44.0,176.0,44.0,C,FAIL
78,62,37,40,54.25,217.0,54.25,C+,PASS
15,30,51,80,44.0,176.0,44.0,C,FAIL
47,82,43,79,62.75,251.0,62.75,B,PASS
14,54,95,2,41.25,165.0,41.25,C,FAIL
60,38,66,55,54.75,219.0,54.75,C+,PASS
23,34,65,19,35.25,141.0,35.25,C,FAIL
43,75,7,68,48.25,193.0,48.25,C,FAIL
17,13,33,73,34.0,136.0,34.0,NG,FAIL
30,20,48,93,47.75,191.0,47.75,C,FAIL
84,21,71,26,50.5,202.0,50.5,C+,FAIL
92,97,8,32,57.25,229.0,57.25,C+,FAIL
28,33,61,93,53.75,215.0,53.75,C+,FAIL
51,59,57,40,51.75,207.0,51.75,C+,PASS
36,47,87,66,59.0,236.0,59.0,C+,PASS
54,4,36,4,24.5,98.0,24.5,NG,FAIL
0,61,17,8,21.5,86.0,21.5,NG,FAIL
88,29,18,63,49.5,198.0,49.5,C,FAIL
27,76,61,8,43.0,172.0,43.0,C,FAIL
89,29,13,45,44.0,176.0,44.0,C,FAIL
40,71,3,34,37.0,148.0,37.0,C,FAIL
81,13,66,4,41.0,164.0,41.0,C,FAIL
68,97,79,80,81.0,324.0,81.0,A,PASS
4,37,23,73,34.25,137.0,34.25,NG,FAIL
65,42,65,82,63.5,254.0,63.5,B,PASS
65,84,93,60,75.5,302.0,75.5,B+,PASS
48,31,72,95,61.5,246.0,61.5,B,FAIL
90,91,90,99,92.5,370.0,92.5,A+,PASS
70,90,30,81,67.75,271.0,67.75,B,FAIL
11,58,9,25,25.75,103.0,25.75,NG,FAIL
70,16,87,83,64.0,256.0,64.0,B,FAIL
34,48,7,67,39.0,156.0,39.0,C,FAIL
99,80,32,41,63.0,252.0,63.0,B,FAIL
70,84,8,90,63.0,252.0,63.0,B,FAIL
95,54,36,35,55.0,220.0,55.0,C+,PASS
20,43,81,51,48.75,195.0,48.75,C,FAIL
13,6,29,81,32.25,129.0,32.25,NG,FAIL
6,80,55,21,40.5,162.0,40.5,C,FAIL
42,95,63,69,67.25,269.0,67.25,B,PASS
71,18,81,69,59.75,239.0,59.75,C+,FAIL
79,7,75,31,48.0,192.0,48.0,C,FAIL
37,39,6,54,34.0,136.0,34.0,NG,FAIL
97,36,5,22,40.0,160.0,40.0,C,FAIL
1,87,83,79,62.5,250.0,62.5,B,FAIL
10,53,71,30,41.0,164.0,41.0,C,FAIL
21,79,49,43,48.0,192.0,48.0,C,FAIL
27,21,41,35,31.0,124.0,31.0,NG,FAIL
87,57,32,30,51.5,206.0,51.5,C+,FAIL
13,31,88,44,44.0,176.0,44.0,C,FAIL
50,25,80,36,47.75,191.0,47.75,C,FAIL
88,94,75,30,71.75,287.0,71.75,B+,FAIL
97,75,55,16,60.75,243.0,60.75,B,FAIL
83,73,41,93,72.5,290.0,72.5,B+,PASS
67,85,47,3,50.5,202.0,50.5,C+,FAIL
12,38,11,2,15.75,63.0,15.75,NG,FAIL
8,96,13,92,52.25,209.0,52.25,C+,FAIL
37,51,77,96,65.25,261.0,65.25,B,PASS
93,4,34,18,37.25,149.0,37.25,C,FAIL
1,1,92,87,45.25,181.0,45.25,C,FAIL
10,41,81,59,47.75,191.0,47.75,C,FAIL
14,13,73,43,35.75,143.0,35.75,C,FAIL
26,29,48,86,47.25,189.0,47.25,C,FAIL
67,80,11,62,55.0,220.0,55.0,C+,FAIL
33,9,35,62,34.75,139.0,34.75,NG,FAIL
2,31,3,81,29.25,117.0,29.25,NG,FAIL
67,26,88,51,58.0,232.0,58.0,C+,FAIL
81,73,11,9,43.5,174.0,43.5,C,FAIL
53,5,10,17,21.25,85.0,21.25,NG,FAIL
88,79,57,12,59.0,236.0,59.0,C+,FAIL
16,24,3,27,17.5,70.0,17.5,NG,FAIL
3,74,87,6,42.5,170.0,42.5,C,FAIL
93,21,8,65,46.75,187.0,46.75,C,FAIL
28,92,61,43,56.0,224.0,56.0,C+,FAIL
39,76,53,17,46.25,185.0,46.25,C,FAIL
9,46,63,71,47.25,189.0,47.25,C,FAIL
9,3,45,69,31.5,126.0,31.5,NG,FAIL
2,65,62,86,53.75,215.0,53.75,C+,FAIL
63,53,60,22,49.5,198.0,49.5,C,FAIL
20,39,95,3,39.25,157.0,39.25,C,FAIL
80,84,68,82,78.5,314.0,78.5,B+,PASS
19,39,80,51,47.25,189.0,47.25,C,FAIL
80,78,70,91,79.75,319.0,79.75,B+,PASS
90,23,34,22,42.25,169.0,42.25,C,FAIL
62,16,57,36,42.75,171.0,42.75,C,FAIL
14,87,41,23,41.25,165.0,41.25,C,FAIL
99,74,16,1,47.5,190.0,47.5,C,FAIL
97,37,67,65,66.5,266.0,66.5,B,PASS
32,75,14,96,54.25,217.0,54.25,C+,FAIL
74,45,45,12,44.0,176.0,44.0,C,FAIL
41,57,21,33,38.0,152.0,38.0,C,FAIL
67,29,76,64,59.0,236.0,59.0,C+,FAIL
54,2,17,64,34.25,137.0,34.25,NG,FAIL
81,41,34,72,57.0,228.0,57.0,C+,FAIL
21,69,67,75,58.0,232.0,58.0,C+,FAIL
35,86,28,96,61.25,245.0,61.25,B,FAIL
85,43,95,20,60.75,243.0,60.75,B,FAIL
88,29,73,49,59.75,239.0,59.75,C+,FAIL
50,76,98,88,78.0,312.0,78.0,B+,PASS
71,66,79,90,76.5,306.0,76.5,B+,PASS
60,85,80,66,72.75,291.0,72.75,B+,PASS
23,90,76,8,49.25,197.0,49.25,C,FAIL
13,40,56,46,38.75,155.0,38.75,C,FAIL
43,97,6,36,45.5,182.0,45.5,C,FAIL
45,3,41,13,25.5,102.0,25.5,NG,FAIL
52,35,48,2,34.25,137.0,34.25,NG,FAIL
19,46,58,18,35.25,141.0,35.25,C,FAIL
61,28,11,75,43.75,175.0,43.75,C,FAIL
1,48,74,93,54.0,216.0,54.0,C+,FAIL
46,84,74,54,64.5,258.0,64.5,B,PASS
71,59,61,67,64.5,258.0,64.5,B,PASS
82,24,89,26,55.25,221.0,55.25,C+,FAIL
31,84,98,52,66.25,265.0,66.25,B,FAIL
56,84,74,56,67.5,270.0,67.5,B,PASS
94,63,41,39,59.25,237.0,59.25,C+,PASS
38,39,47,44,42.0,168.0,42.0,C,PASS
98,17,42,52,52.25,209.0,52.25,C+,FAIL
81,24,4,56,41.25,165.0,41.25,C,FAIL
35,86,18,96,58.75,235.0,58.75,C+,FAIL
15,28,61,57,40.25,161.0,40.25,C,FAIL
9,49,67,55,45.0,180.0,45.0,C,FAIL
66,27,7,67,41.75,167.0,41.75,C,FAIL
81,76,11,26,48.5,194.0,48.5,C,FAIL
30,65,50,94,59.75,239.0,59.75,C+,FAIL
50,46,70,72,59.5,238.0,59.5,C+,PASS
12,29,9,71,30.25,121.0,30.25,NG,FAIL
53,19,94,69,58.75,235.0,58.75,C+,FAIL
4,83,50,22,39.75,159.0,39.75,C,FAIL
93,26,36,28,45.75,183.0,45.75,C,FAIL
66,95,60,81,75.5,302.0,75.5,B+,PASS
89,93,95,73,87.5,350.0,87.5,A,PASS
77,68,99,16,65.0,260.0,65.0,B,FAIL
44,75,11,83,53.25,213.0,53.25,C+,FAIL
65,62,80,84,72.75,291.0,72.75,B+,PASS
34,20,70,71,48.75,195.0,48.75,C,FAIL
57,68,81,77,70.75,283.0,70.75,B+,PASS
22,94,40,16,43.0,172.0,43.0,C,FAIL
41,9,40,8,24.5,98.0,24.5,NG,FAIL
7,76,37,61,45.25,181.0,45.25,C,FAIL
99,6,54,65,56.0,224.0,56.0,C+,FAIL
66,24,67,61,54.5,218.0,54.5,C+,FAIL
84,0,12,28,31.0,124.0,31.0,NG,FAIL
51,21,29,57,39.5,158.0,39.5,C,FAIL
59,92,84,58,73.25,293.0,73.25,B+,PASS
64,32,93,66,63.75,255.0,63.75,B,FAIL
94,44,56,58,63.0,252.0,63.0,B,PASS
97,83,41,94,78.75,315.0,78.75,B+,PASS
22,18,55,89,46.0,184.0,46.0,C,FAIL
30,0,80,83,48.25,193.0,48.25,C,FAIL
42,6,39,19,26.5,106.0,26.5,NG,FAIL
15,39,51,62,41.75,167.0,41.75,C,FAIL
29,77,63,36,51.25,205.0,51.25,C+,FAIL
9,31,81,36,39.25,157.0,39.25,C,FAIL
26,93,25,22,41.5,166.0,41.5,C,FAIL
59,81,34,75,62.25,249.0,62.25,B,FAIL
32,71,75,24,50.5,202.0,50.5,C+,FAIL
28,91,46,74,59.75,239.0,59.75,C+,FAIL
23,63,80,71,59.25,237.0,59.25,C+,FAIL
68,61,42,33,51.0,204.0,51.0,C+,FAIL
20,92,36,97,61.25,245.0,61.25,B,FAIL
82,88,6,59,58.75,235.0,58.75,C+,FAIL
3,1,57,34,23.75,95.0,23.75,NG,FAIL
92,34,67,89,70.5,282.0,70.5,B+,FAIL
69,93,92,63,79.25,317.0,79.25,B+,PASS
37,11,42,94,46.0,184.0,46.0,C,FAIL
78,45,29,87,59.75,239.0,59.75,C+,FAIL
54,84,70,68,69.0,276.0,69.0,B,PASS
1,23,76,53,38.25,153.0,38.25,C,FAIL
37,0,74,46,39.25,157.0,39.25,C,FAIL
60,49,96,60,66.25,265.0,66.25,B,PASS
11,27,92,23,38.25,153.0,38.25,C,FAIL
95,31,7,76,52.25,209.0,52.25,C+,FAIL
59,66,93,19,59.25,237.0,59.25,C+,FAIL
